model_name,batch,temperature,source_file,dat_score,noun_0,noun_1,noun_2,noun_3,noun_4,noun_5,noun_6,noun_7,noun_8,noun_9
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.11293,apple,cloud,justice,melody,table,wisdom,feather,courage,harmony,rhythm
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.57868,apple,cloud,justice,melody,pebble,silence,time,warmth,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.9028,apple,cloud,justice,melody,bicycle,emotion,mirror,horizon,wisdom,feather
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.575966,chair,melody,cloud,justice,pebble,emotion,mirror,courage,feather,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,75.58552,apple,emotion,table,idea,flower,justice,book,happiness,chair,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,75.887695,apple,song,justice,window,dream,chair,freedom,ocean,memory,cloud
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.479996,apple,cloud,justice,melody,table,freedom,feather,ocean,laughter,invention
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.46373,chair,melody,justice,feather,wisdom,canvas,rhythm,gravity,liberty,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.5269,apple,cloud,justice,table,melody,freedom,pebble,dream,laughter,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,84.542625,apple,cloud,justice,melody,pebble,telescope,warmth,zephyr,curiosity,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.26752,apple,cloud,justice,melody,pebble,silence,texture,universe,warmth,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.64473,apple,cloud,justice,melody,table,courage,sunset,knowledge,feather,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,83.50142,apple,cloud,justice,melody,pebble,serenity,telescope,whisper,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.76854,apple,emotion,table,justice,flower,idea,mountain,freedom,book,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,71.28379,apple,book,cloud,dream,flower,happiness,journey,knowledge,laughter,melody
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.331436,apple,chair,freedom,ocean,melody,justice,invention,courage,harmony,curiosity
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.76736,apple,cloud,justice,melody,table,wind,dream,freedom,memory,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.11293,apple,cloud,justice,melody,table,wisdom,feather,mirror,laughter,mountain
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,83.63082,apple,cloud,justice,melody,telescope,courage,feather,river,knowledge,mirror
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.92447,apple,cloud,justice,melody,table,courage,feather,wisdom,harmony,dream
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.38932,apple,book,cloud,dream,flower,justice,melody,ocean,puzzle,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.961624,apple,cloud,justice,melody,pencil,river,silence,table,warmth,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.06242,apple,cloud,justice,melody,chair,freedom,ocean,idea,mirror,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.576515,apple,melody,justice,table,dream,courage,flower,time,idea,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.21042,apple,chair,idea,ocean,song,tree,justice,laughter,memory,window
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.747986,apple,cloud,justice,melody,table,freedom,mirror,laughter,curiosity,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,84.63651,apple,cloud,justice,melody,pencil,serenity,telescope,velvet,wisdom,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.479996,apple,cloud,justice,melody,table,freedom,feather,mirror,laughter,dream
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.63125,apple,cloud,justice,melody,pebble,silence,sunlight,umbrella,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,74.713585,apple,happiness,table,justice,flower,memory,freedom,cloud,book,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.186676,apple,cloud,justice,melody,pebble,shadow,thought,window,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.47967,apple,melody,justice,window,courage,feather,harmony,freedom,cloud,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.13128,apple,cloud,justice,melody,sofa,wisdom,feather,mirror,courage,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.34791,apple,chair,justice,melody,ocean,poetry,sunlight,wisdom,zephyr,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.004745,chair,melody,justice,pebble,dream,laughter,courage,horizon,canvas,whisper
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.11293,apple,cloud,justice,melody,table,wisdom,feather,courage,mirror,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.26752,apple,cloud,justice,melody,pebble,silence,texture,whisper,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.953835,apple,melody,justice,cloud,chair,courage,rhythm,freedom,ocean,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.5662,apple,cloud,justice,melody,table,dream,courage,laughter,ocean,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.26752,apple,cloud,justice,melody,pebble,silence,texture,umbrella,wisdom,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.647255,chair,melody,wisdom,pebble,curtain,harmony,justice,feather,invention,laughter
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.60435,apple,melody,justice,pebble,wisdom,curtain,rhythm,canvas,harmony,breeze
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.27869,apple,cloud,justice,melody,table,courage,whisper,feather,harmony,dream
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.479996,apple,cloud,justice,melody,table,freedom,feather,laughter,mirror,ocean
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.35774,apple,music,justice,cloud,chair,freedom,ocean,idea,flower,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.54354,apple,cloud,justice,mirror,poetry,scarf,technology,waterfall,zephyr,zucchini
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.66623,apple,cloud,justice,melody,chair,idea,ocean,freedom,rhythm,butterfly
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,75.90464,apple,book,cloud,dream,flower,harmony,justice,kindness,laughter,melody
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.64501,apple,chair,justice,melody,pebble,sunset,wisdom,zephyr,canvas,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.26752,apple,cloud,justice,melody,pebble,silence,texture,universe,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,83.10372,apple,cloud,justice,melody,pillow,telescope,wisdom,zephyr,canvas,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,82.5008,apple,cloud,justice,melody,telescope,chair,freedom,ocean,painting,thought
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.75184,apple,cloud,justice,melody,chair,liberty,ocean,dream,courage,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,84.079506,apple,cloud,melody,justice,cushion,freedom,telescope,laughter,molecule,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.89965,apple,cloud,justice,chair,melody,courage,ocean,harmony,dream,freedom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,74.07653,apple,book,cloud,dream,freedom,harmony,laughter,melody,universe,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,83.50142,apple,cloud,justice,melody,pebble,serenity,telescope,umbrella,zephyr,zircon
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.54197,chair,melody,justice,pebble,emotion,umbrella,harmony,feather,wisdom,mirror
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,72.642525,apple,book,cloud,dream,flower,idea,justice,melody,ocean,tree
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.28813,apple,cloud,justice,melody,table,courage,rainbow,knowledge,feather,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.790405,apple,melody,justice,pebble,emotion,curtain,freedom,feather,mirror,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.06242,apple,cloud,justice,melody,chair,freedom,ocean,laughter,book,dream
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.105064,apple,justice,melody,balloon,wisdom,mirror,freedom,feather,harmony,cloud
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.148476,chair,melody,justice,cloud,courage,triangle,memory,freedom,rhythm,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.458336,table,melody,justice,cloud,book,freedom,flower,money,time,idea
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.01335,apple,cloud,justice,melody,pebble,sunlight,whisper,zephyr,harmony,mirror
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,82.16846,apple,cloud,justice,melody,sofa,whisper,diamond,freedom,rhythm,shadow
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.929565,book,cloud,justice,melody,chair,freedom,ocean,harmony,dream,knowledge
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.6512,table,flower,idea,cloud,book,justice,melody,chair,freedom,mountain
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.11421,apple,sunset,justice,melody,pebble,imagination,freedom,texture,laughter,horizon
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.88839,apple,melody,justice,window,idea,cloud,rhythm,freedom,butterfly,chair
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,75.769875,apple,book,cloud,dream,energy,flower,harmony,journey,knowledge,laughter
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.956436,apple,book,cloud,dance,energy,freedom,harmony,journey,kindness,laughter
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.26752,apple,cloud,justice,melody,pebble,silence,texture,umbrella,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.67617,apple,cloud,justice,melody,pebble,umbrella,whisper,zephyr,canvas,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.23042,apple,melody,justice,cloud,freedom,spoon,laughter,curiosity,horizon,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.52226,apple,cloud,justice,melody,chair,dream,courage,river,idea,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.92099,apple,cloud,justice,melody,pebble,sunrise,umbrella,whisper,zephyr,zucchini
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.34787,apple,cloud,justice,melody,pebble,rhythm,sunlight,whisper,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.175224,apple,cloud,justice,melody,pebble,silence,umbrella,whisper,zephyr,zucchini
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.185005,apple,cloud,justice,melody,pebble,quilt,sunlight,umbrella,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,72.01558,apple,book,cloud,dream,freedom,harmony,journey,knowledge,laughter,melody
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.43096,apple,cloud,justice,melody,pebble,silence,sunshine,texture,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.26539,chair,melody,justice,feather,mountain,journal,harmony,laughter,canvas,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,75.535515,apple,melody,justice,window,courage,laughter,harmony,journey,serenity,imagination
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.92447,apple,cloud,justice,melody,table,courage,feather,harmony,mirror,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,69.162476,apple,book,cloud,dream,freedom,happiness,journey,kindness,melody,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,84.8249,apple,justice,melody,window,courage,feather,molecule,freedom,canvas,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.71312,apple,chair,justice,melody,pebble,sorrow,umbrella,whisper,zephyr,zest
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.078,apple,melody,chair,justice,cloud,freedom,pencil,desire,mirror,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.473694,apple,cloud,justice,melody,pencil,river,truth,window,zephyr,zygote
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.479996,apple,cloud,justice,melody,table,freedom,feather,courage,mirror,laughter
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.10068,apple,cloud,justice,melody,spoon,freedom,diamond,memory,whisper,laughter
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.479996,apple,cloud,justice,melody,table,freedom,feather,memory,laughter,universe
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.39609,apple,cloud,justice,melody,pebble,rhythm,table,universe,whisper,zephyr
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,76.78348,apple,flower,idea,chair,freedom,melody,cloud,justice,mirror,dream
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.647484,apple,cloud,justice,melody,table,courage,sunrise,knowledge,laughter,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.98836,apple,book,freedom,melody,chair,justice,cloud,dream,river,time
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.479996,apple,cloud,justice,melody,table,freedom,feather,courage,ocean,dream
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,72.79294,apple,book,cloud,dream,flower,idea,melody,ocean,rhythm,tree
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.29632,apple,cloud,justice,guitar,flower,memory,freedom,laughter,ocean,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.910484,apple,cloud,justice,melody,chair,freedom,whisper,diamond,ocean,laughter
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,78.372955,apple,flower,justice,cloud,book,freedom,chair,melody,courage,river
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.11293,apple,cloud,justice,melody,table,wisdom,feather,rhythm,curiosity,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,77.38932,apple,book,cloud,dream,flower,justice,melody,ocean,rhythm,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.72737,apple,cloud,justice,melody,table,courage,butterfly,freedom,wisdom,ocean
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,81.46461,apple,cloud,justice,melody,pencil,sunset,table,wisdom,zephyr,zygote
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.479996,apple,cloud,justice,melody,table,freedom,feather,laughter,ocean,dream
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,80.92518,apple,chair,justice,melody,pebble,umbrella,whisper,zephyr,canvas,harmony
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.28288,apple,cloud,justice,melody,spoon,freedom,mirror,laughter,pebble,dream
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,73.98205,apple,book,cloud,dream,flower,happiness,justice,melody,ocean,wisdom
Claude-3-Haiku,old_2024,0.5,average_machine_raw.csv,79.26752,apple,cloud,justice,melody,pebble,silence,texture,wisdom,zephyr,zest
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,70.53455,tree,book,love,computer,music,water,time,fire,dream,freedom
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,75.36359,tree,happiness,rock,thunder,painting,shoe,fear,sugar,language,warmth
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,63.984615,love,rock,time,water,fire,sound,light,dream,silence,memory
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,79.31302,rainbow,hammer,justice,piano,bacteria,sand,dream,scissors,smoke,painting
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,76.59036,tree,happiness,rock,thunder,painting,sugar,freedom,wheel,shadow,laughter
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,83.59574,rainbow,hammer,whisper,sponge,democracy,saxophone,mango,scissors,painting,bicycle
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,78.44094,tree,happiness,wrench,music,sand,thunder,painting,bread,crystal,shadow
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,73.759636,rainbow,hammer,thought,bread,tree,melody,sand,fear,button,smoke
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,76.27407,apple,sunset,music,hammer,ocean,fear,laughter,tree,diamond,bread
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,78.18397,rainbow,hammer,justice,scissors,sand,music,elephant,smoke,love,bacteria
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,81.07335,rainbow,hammer,whisper,sponge,justice,piano,cactus,smoke,scissors,sand
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,63.984615,love,rock,time,water,fire,sound,light,dream,money,fear
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,78.561035,rainbow,hammer,justice,elephant,pizza,guitar,ocean,pillow,fire,microscope
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,76.59036,tree,happiness,rock,thunder,painting,sugar,freedom,wheel,shadow,laughter
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,77.83902,apple,sunset,music,hammer,ocean,democracy,rainbow,scissors,dream,bicycle
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,75.01959,rainbow,hammer,joy,spider,ocean,smoke,melody,fabric,time,wheat
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,74.46521,apple,sky,music,pencil,fear,tree,sand,laughter,book,time
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,79.327446,tree,happiness,scissors,music,sand,rocket,fear,painting,bread,crystal
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,75.01959,rainbow,hammer,joy,spider,ocean,smoke,melody,scissors,time,pillow
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,76.59036,tree,happiness,rock,thunder,painting,sugar,freedom,wheel,shadow,laughter
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,77.8085,rainbow,hammer,justice,snake,fabric,silence,smoke,bacteria,joy,rock
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,78.434685,apple,chair,happiness,umbrella,music,scissors,bread,fear,bicycle,painting
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,63.984615,love,rock,time,water,fire,sound,light,dream,silence,warmth
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,77.2681,apple,sunset,chair,happiness,tree,music,book,ocean,fire,time
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,78.741295,tree,happiness,scissors,music,bread,fear,wheel,book,rain,computer
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,78.108185,rainbow,hammer,justice,potato,melody,scissors,thunder,pillow,steam,bicycle
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,79.27128,tree,happiness,scissors,music,elephant,bread,anger,computer,sand,rainbow
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,77.14225,rainbow,coffee,fear,scissors,music,sand,tree,wheel,joy,crystal
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,77.72824,rainbow,hammer,justice,elephant,pizza,guitar,sand,bicycle,fear,tree
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,78.48463,tree,freedom,melody,fabric,sunset,whisper,sugar,reptile,theory,bicycle
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,74.7775,tree,happiness,rock,thunder,painting,sugar,fear,wheel,song,crystal
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,77.72824,rainbow,hammer,justice,elephant,pizza,guitar,sand,rocket,love,bacteria
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,76.932686,apple,freedom,sunset,music,pencil,ocean,fire,memory,laughter,shadow
Claude-3-Opus,old_2024,0.5,average_machine_raw.csv,63.984615,time,rock,love,water,fire,sound,light,dream,wind,life
